sep=,
"Code","Description","Category","Last Cost","Avg. Cost","Excl. Price","Incl. Price","GP %","GP Amount","Qty on Hand","Active","Phys."
"STE- DRILL","Step Drill HSS 4-12mmx2mm",,"R 194.64","194.64","0","0","0","-194.64","0","Yes","Yes"
"STH","Spray Triggers-head only",,"R 0.00","0","24.15","27.77","0","24.15","10","Yes","Yes"
"STNLYHKBLD","Stainley Hook Blade",,"R 697.52","0.7","825","948.75","99.92","824.3","1000","Yes","Yes"
"STO","Standard Tray",,"R 8.15","8.15","12.82","14.74","36.43","4.67","1","Yes","Yes"
"STTC14","Step Drill T/C 4-22mm X 2mm",,"R 0.00","0","260","299","0","260","-7","Yes","Yes"
"Sty","ETEC CONTROL STATION EMERGENCY STOP YELLOW TWIST TO RELEASE JXB2-J174",,"R 0.00","0","283","325.45","0","283","5","Yes","Yes"
"SUEP400","STRICTLY UNAUTHORISED ENTRANCE PROHIBITED 400MMX400MM ABS PLASTIC",,"R 0.00","0","84","96.6","0","84","2","Yes","Yes"
"SV400kp","Safety Geyser Valve 400KP",,"R 225.22","112.61","445","511.75","74.69","332.39","2","Yes","Yes"
"Sw21","Switch Waterproof 2 Lever 1 way",,"R 53.00","5.3","215","247.25","97.53","209.7","10","Yes","Yes"
"SW270MB","White Silicone 270ml (24 Per Box)",,"R 29.95","23.96","1130","1299.5","97.88","1106.04","29","Yes","Yes"
"Sw4100","Screwdriver WERA BLK EL B/T 4.0X 100mm",,"R 0.00","0","97","111.55","0","97","9","Yes","Yes"
"SWA","White Applianc Spray 350ml",,"R 28.00","28","125","143.75","77.6","97","2","Yes","Yes"
"SWK60","Slidegate Wheel Kit 60",,"R 152.07","57.68","289","332.35","80.04","231.32","13","Yes","Yes"
"SWK80","Slidegate Wheel Kit 80",,"R 0.00","0","491","564.65","0","491","8","Yes","Yes"
"SWM36","M36 SQ HEAVY SPRING WASHER",,"R 0.00","0","13","14.95","0","13","0","Yes","Yes"
"SWM620","M6x20x2",,"R 48.00","48","58.5","67.27","17.95","10.5","5","Yes","Yes"
"SWM825","M8x25x33 Spec Washer",,"R 0.00","0","106.68","122.68","0","106.68","-5","Yes","Yes"
"SWP2M","Soldier Wire Plum 250G 2mm",,"R 0.00","0","511","587.65","0","511","99","Yes","Yes"
"SXT15","Screw Extractor",,"R 0.00","0","60.45","69.52","0","60.45","-1","Yes","Yes"
"SY350ML","Yellow Spray 350ml",,"R 0.00","0","40.99","47.14","0","40.99","10000","Yes","Yes"
"T813","Tekscrew Wafer 8x13mm (Per 100)",,"R 16.00","16","25","28.75","36","9","5","Yes","Yes"
"T8LED","T8 LED Light Fitting",,"R 68.76","0.07","230","264.5","99.97","229.93","10000","Yes","Yes"
"t8lf","T8 Light Fitting 900mm",,"R 73.00","76.19","141.9","163.19","46.31","65.71","18","Yes","Yes"
"TA5kg","24A Tile Adhensive 5kg",,"R 266.09","53.22","349","401.35","84.75","295.78","5","Yes","Yes"
"TAOM","TINSNIP Aviation YEL STR",,"R 0.00","0","150","172.5","0","150","15","Yes","Yes"
"TAS","T-Allen Keys Set 2.5-10mm",,"R 7.99","6.66","250","287.5","97.34","243.34","12","Yes","Yes"
"TB200160Il","Tool bit SQ 200x160mm",,"R 0.00","0","802.3","922.64","0","802.3","5","Yes","Yes"
"TB54G","50X2 Female Adaptor",,"R 0.00","0","55.23","63.51","0","55.23","0","Yes","Yes"
"Tb5t","5 Tier Toolbox F/O",,"R 0.00","0","800","920","0","800","5","Yes","Yes"
"TBHLW","Trash Bag Holder With Lid White",,"R 0.00","0","120","138","0","120","9","Yes","Yes"
"TBnt","TRIMMING BLADE - BLADES 10PCS/PACK - NT TOOLS",,"R 0.00","0","14.55","16.73","0","14.55","3","Yes","Yes"
"TC 801","TC 801 thread cutter",,"R 0.00","0","93","106.95","0","93","36","Yes","Yes"
"TC13mm","13mm Terry Clip 480-050 (Per 100)",,"R 384.80","167.3","636","731.4","73.69","468.7","2.3","Yes","Yes"
"TC32BP","Tri-cicle 32mm Brass",,"R 78.56","78.56","112","128.8","29.86","33.44","0","Yes","Yes"
"TC38BP","Tri-circle 38 mm Brass Padlock",,"R 0.00","0","155","178.25","0","155","8","Yes","Yes"
"TCBL","1.75 M Blue Traffic Cone",,"R 0.00","0","819.78","942.75","0","819.78","0","Yes","Yes"
"Tcca","Type-C Fast Charger Adapter",,"R 0.00","0","250","287.5","0","250","4","Yes","Yes"
"TCCB","BLADE CONTRACTOR ALUM 250 X 100T CIRCULAR SAW",,"R 0.00","0","432","496.8","0","432","3","Yes","Yes"
"TCM200mm3","Tork Craft Buff/Mop White 200mm x 3 Section x 30mm Thick 1/2 Hole",,"R 0.00","0","412","473.8","0","412","5","Yes","Yes"
"TCOG","1.75M Orange Traffic Cone",,"R 0.00","0","829.56","953.99","0","829.56","0","Yes","Yes"
"TCP5","TORK CRAFT 5PC MINI PLIER SET WITH BAG MICRO",,"R 0.00","0","451.36","519.06","0","451.36","0","Yes","Yes"
"TCP50","Tri-circle 50 mm Brass Padlock",,"R 177.05","109.39","301","346.15","63.66","191.61","12","Yes","Yes"
"TCS82212","T/C Combination Spanner Set 8-22mm 12 Pieces",,"R 0.00","0","476","547.4","0","476","5","Yes","Yes"
"TCW1045","Tekscrew CSK 10x45mm (Per 100)",,"R 0.00","0","61","70.15","0","61","300","Yes","Yes"
"TCWK","Torch Cut Weld Kit",,"R 0.00","0","3100","3565","0","3100","5","Yes","Yes"
"TD51620","TAP & DIE SET 5/16-1/2 20P T/CRFT",,"R 0.00","0","525","603.75","0","525","10","Yes","Yes"
"TETD","Twinsaver Endurance Mini Lever Towel Dispenser",,"R 0.00","0","1319.62","1517.56","0","1319.62","2","Yes","Yes"
"TG208","Thermostat Geyser TH-208",,"R 89.63","35.85","399","458.85","91.02","363.15","5","Yes","Yes"
"TG9","Tagging Gun CM 9s",,"R 0.00","0","218","250.7","0","218","-1","Yes","Yes"
"TGA","Textile Gun",,"R 1,093.40","5.47","2500","2875","99.78","2494.53","968","Yes","Yes"
"TGB","Textile Guns",,"R 1,093.40","3.29","2850","3277.5","99.88","2846.71","998","Yes","Yes"
"TGB2","Textile Guns",,"R 0.00","0","2850","3277.5","0","2850","1000","Yes","Yes"
"TGge","THREAD GGE M&W 18B 803MM",,"R 0.00","0","63","72.45","0","63","5","Yes","Yes"
"tgvkf11","Geyser ThermostatVKF11",,"R 0.00","0","709.99","816.49","0","709.99","0","Yes","Yes"
"TH12x25m","Tekscrew HEX 12x25mm[P/100]",,"R 5.65","5.65","91","104.65","93.79","85.35","35.2","Yes","Yes"
"Thb","Black Cabtyre 3Cor 1.5mm (Per Meter)",,"R 0.00","0","26","29.9","0","26","0","Yes","Yes"
"THE8MM","8MM Turnbuckle H/E",,"R 13.35","13.35","29.5","33.92","54.75","16.15","8","Yes","Yes"
"THNNRS25L","Thinners 25 Litre",,"R 515.65","51.11","750","862.5","93.19","698.89","41","Yes","Yes"
"THNNRS5L","Thinners 5L",,"R 195.00","0.08","180","207","99.96","179.92","9914","Yes","Yes"
"TkH1265","Tekscrew HEX 12x65mm(Per 100)",,"R 0.00","0","100","115","0","100","6","Yes","Yes"
"TKR099","Trim Knife Retract 099",,"R 156.14","2.23","215","247.25","98.96","212.77","1008","Yes","Yes"
"TLBFS","Toolbox Full Set",,"R 4,136.58","54.62","6500","7475","99.16","6445.38","101","Yes","Yes"
"TM142","TAP M14x 2 S/P B/F SOMTA",,"R 1,198.20","11.86","769","884.35","98.46","757.14","10.1","Yes","Yes"
"Tm273sp","Tap M27x3 S/P BF FEW",,"R 100.80","422.8","3400","3910","87.56","2977.2","6","Yes","Yes"
"TM5","TAP M5x 0.8 S/P BF SOMTA",,"R 0.00","0","255","293.25","0","255","5","Yes","Yes"
"TM61","TAP M6x 1 S/P BF SOMTA",,"R 0.00","0","255","293.25","0","255","10","Yes","Yes"
"Tm613","TAP M6x 1 SET-3 BF FEW",,"R 0.00","0","610","701.5","0","610","4","Yes","Yes"
"TN38","TAP NPT 3/8 SEC FEW",,"R 0.00","0","888","1021.2","0","888","9","Yes","Yes"
"TNG DPPSSR","Tongue Depressor(P/100)",,"R 950.00","950","30","34.5","-3066.67","-920","-6390","Yes","Yes"
"TP110m","110mm Toilet Pan Conn Kwikp AN",,"R 0.00","0","70","80.5","0","70","0","Yes","Yes"
"TP-FMDBSDD","TAPE-FOAM DOUBLE SIDED 24x3x30",,"R 0.00","0","13780","15847","0","13780","100","Yes","Yes"
"TPL50K","Tri-Circ Brass Padlock 50 KA",,"R 0.00","0","302","347.3","0","302","-19","Yes","Yes"
"TPM4","Tap M4x0,7 S/P ST FEW",,"R 0.00","0","270","310.5","0","270","995","Yes","Yes"
"TPM6","Tap M6",,"R 239.80","0.02","270","310.5","99.99","269.98","995.1","Yes","Yes"
"TPO50X100B","50X100 Black Tube Plug Oblong",,"R 0.00","0","7.11","8.18","0","7.11","0","Yes","Yes"
"TPSS","Tamper Proof Security Seal",,"R 0.69","0.66","1.11","1.28","40.54","0.45","2100","Yes","Yes"
"TPvc1625","16x25mm x3m Trunking PVC",,"R 0.00","0","74","85.1","0","74","10","Yes","Yes"
"TR128160Ill","ToolBit Rect 12x8x160m",,"R 0.00","0","813.7","935.75","0","813.7","5","Yes","Yes"
"Tr3112","M12x3M Threaded Rod MS Galvanised",,"R 90.71","90.71","93","106.95","2.46","2.29","-136.78","Yes","Yes"
"TRD3","M12x3m Thread Rod Galvanized MS",,"R 90.71","90.71","161","185.15","43.66","70.29","10","Yes","Yes"
"TRFS819","Totla Rachet Flex Spanner Set 8-19mm",,"R 0.00","0","875","1006.25","0","875","10","Yes","Yes"
"TRM12","Threaded Rod MS Galvanised M12",,"R 0.00","0","57","65.55","0","57","10","Yes","Yes"
"TS300m","TAILOR SCISSOR S/S 300mm",,"R 0.00","0","216.5","248.97","0","216.5","1000","Yes","Yes"
"TS42","Trunk Steel 1050x490x630mm 42 inch",,"R 1,332.00","1332","2650","3047.5","49.74","1318","2","Yes","Yes"
"TS750","750ML Trigger Spray",,"R 15.00","15","30.5","35.07","50.82","15.5","18","Yes","Yes"
"Tsc1225","Tekscrew 12x25 (per each)",,"R 0.00","0","0.17","0.2","0","0.17","100","Yes","Yes"
"TSH","Toilet Seat Hinge",,"R 0.00","0","89.5","102.92","0","89.5","50","Yes","Yes"
"TSH1220","12x20mm Tekscrew HEX(P/100)",,"R 43.39","0.04","72.5","83.38","99.94","72.46","996","Yes","Yes"
"TSH1230","12x30mm Tekscrew HEX(P/100)",,"R 32.80","0.56","103","118.45","99.46","102.44","1003","Yes","Yes"
"TSH1257","Tekscrew HEX 12x57mm (Per 100)",,"R 0.00","0","142","163.3","0","142","0","Yes","Yes"
"TSH1275","Tekscrew HEX 12x75mm(per 100)",,"R 0.00","0","169","194.35","0","169","4","Yes","Yes"
"TSHEX12X30","Tek Screw 12x30mm(P/100)",,"R 0.00","0","99","113.85","0","99","9999","Yes","Yes"
"TspRS","TAPE STANLEY POWERLOCK 3M",,"R 0.00","0","93","106.95","0","93","0","Yes","Yes"
"TSS20","Tape Stanley Steel 20m",,"R 194.56","97.28","540","621","81.99","442.72","2","Yes","Yes"
"TSS5","Tape Stanley Steel 5m",,"R 0.00","0","510","586.5","0","510","0","Yes","Yes"
"TSW2000","Lux 2000 White Toilet Seat",,"R 0.00","0","399","458.85","0","399","-31","Yes","Yes"
"TSWN","Wooden Toilet Seat with Nylo Hinge White",,"R 181.74","181.74","273","313.95","33.43","91.26","18","Yes","Yes"
"TTC30","Tork craft 30M Fiberglass Tape C/CASE",,"R 79.22","0.02","308","354.2","99.99","307.98","10003","Yes","Yes"
"TTTY","5m Stanley Tape Tylon",,"R 0.00","0","151.63","174.37","0","151.63","0","Yes","Yes"
"TVFC","5MR - Case Tape T Craft",,"R 0.00","0","72.53","83.41","0","72.53","-5","Yes","Yes"
"TW","Tweezer",,"R 0.00","0","18.5","21.27","0","18.5","5","Yes","Yes"
"Tw253","Towel Rail C.P 25mm x 3M",,"R 0.00","0","121","139.15","0","121","-25","Yes","Yes"
"TWB12","1/2 Black Tap Washer (each)",,"R 4.64","3.87","11.59","13.33","66.61","7.72","12","Yes","Yes"
"TWm","Trade Welding Machine 1300",,"R 0.00","0","1999","2298.85","0","1999","1","Yes","Yes"
"TWP36","Tarpaulin Weather Proof 3x6",,"R 0.00","0","1920","2208","0","1920","10","Yes","Yes"
"TYPA4","TYPEK A4 White Paper 80g",,"R 68.70","68.7","0","0","0","-68.7","100","Yes","Yes"
"UFSSP","SPAN F/GR SILICONE SPRAY 400ml (*12)",,"R 24.62","23.09","403","463.45","94.27","379.91","48","Yes","Yes"
"UKOP","M8 NYLOC HEX NUT PITCH 1.25",,"R 211.40","211.4","28.63","32.92","-638.39","-182.77","0.5","Yes","Yes"
"UQC14","Universal Quick Coupler 1/4 Female",,"R 352.42","88.11","145.99","167.89","39.65","57.88","4","Yes","Yes"
"V150mSSM","VERNIER 150MM STAINLESS STEEL METRIC 0.02MM",,"R 0.00","0","647.46","744.58","0","647.46","5","Yes","Yes"
"V5l","5 Litre Vinegar",,"R 0.00","0","47","54.05","0","47","5","Yes","Yes"
"VA15","Valve Angle 15x15 C/PL",,"R 0.00","0","163","187.45","0","163","10","Yes","Yes"
"VA1515","VALVE ANGLE 15 x 15 C/PL",,"R 0.00","0","156","179.4","0","156","5","Yes","Yes"
"VB15m","15mm Valve Ball(1/2 inch)",,"R 58.18","58.18","101","116.15","42.4","42.82","0","Yes","Yes"
"VC150m","150mm Vernier Caliper",,"R 92.46","26.42","131.31","151.01","79.88","104.89","7","Yes","Yes"
"VC21I","Nilfisk Aero 21Industrial Wet and Dry Vacuum Cleaner",,"R 4,925.22","4925.22","5910.26","6796.8","16.67","985.04","1","Yes","Yes"
"VCS","Vernier Caliper Stainless Steel 150mm",,"R 1,100.00","1100","220","253","-400","-880","-2","Yes","Yes"
"Vg22600","VALVE GEYSER M/VAVLE 22mm 600KPA CONEX",,"R 919.00","183.8","1220","1403","84.93","1036.2","5","Yes","Yes"
"VHG300m","VERNIER HEIGHT GAUGE 300MM 0.05MM",,"R 3,292.02","1316.81","5102.6","5867.99","74.19","3785.79","5","Yes","Yes"
"VP500","Black Plain Velcro Loop 50mm (Per Mtr)",,"R 4.55","4.55","7.39","8.5","38.43","2.84","-741.5","Yes","Yes"
"VPW","White Plain Velcro Loop 50mm (Per Mtr)",,"R 4.55","4.55","7.39","8.5","38.43","2.84","-495","Yes","Yes"
"VSGH","400ml Silicon Spray",,"R 0.00","0","93.5","107.53","0","93.5","-6","Yes","Yes"
"W25S","Alumoid Welding Rod 2.5mm (Each)",,"R 10.50","10.5","8.75","10.06","-20","-1.75","2","Yes","Yes"
"WA","Welding Apron 600x1200mm",,"R 103.60","103.6","248","285.2","58.23","144.4","-1","Yes","Yes"
"WAGM610","Washer Aluminum GKT M6 x 10",,"R 0.00","0","60","69","0","60","0","Yes","Yes"
"WAM36","M36 THROUGH HARDENED WASHER",,"R 0.00","0","10.14","11.66","0","10.14","0","Yes","Yes"
"WAM880","Wedge Anchor M8x80(Per 100)",,"R 0.00","0","431.7","496.45","0","431.7","-98","Yes","Yes"
"WB","Waste Basin",,"R 347.83","69.57","188","216.2","62.99","118.43","5","Yes","Yes"
"WBSB","Wooden Back Scrubbing Brush",,"R 14.39","0.03","55","63.25","99.95","54.97","1002","Yes","Yes"
"WBSM3","Washer BS M3 7 x 0,5",,"R 0.00","0","5","5.75","0","5","1001","Yes","Yes"
"WBSM4","Washer BS M4 9x0,7",,"R 0.00","0","5","5.75","0","5","999","Yes","Yes"
"WC","Welding Curtain",,"R 0.00","0","440","506","0","440","9","Yes","Yes"
"WCB100M","Wire Brush Cup for A/G 100mm",,"R 94.14","8.56","349","401.35","97.55","340.44","11","Yes","Yes"
"WCBc14100","Wire Cup Brush Crimped M14x100mm",,"R 0.00","0","150","172.5","0","150","8","Yes","Yes"
"Wcbwc3","Wheel choc block WC-3",,"R 0.00","0","395","454.25","0","395","10","Yes","Yes"
"WCC","1M Welding Cable",,"R 0.00","0","0","0","0","0","-4","Yes","Yes"
"Wck200","Weld Cable Kit 200A for 9000/9055K",,"R 0.00","0","699","803.85","0","699","5","Yes","Yes"
"WD RG","Washed Rags",,"R 0.00","0","149","171.35","0","149","9998","Yes","Yes"
"WD1","Wood Glue 1 Litre (6)",,"R 131.31","131.31","254","292.1","48.3","122.69","-2","Yes","Yes"
"WD125M10","WASHER S/S FLAT D125 M10",,"R 0.40","0.33","145","166.75","99.77","144.67","24.5","Yes","Yes"
"WDM10","Washer Din M10 20x2",,"R 15.00","0.05","58.5","67.27","99.91","58.45","1000.9","Yes","Yes"
"WDM102","M10 Washer Din [20x2]",,"R 27.50","0","59","67.85","0","59","9978.5","Yes","Yes"
"WDM12","M12 Washer Din [24x2,5]",,"R 0.00","0","89","102.35","0","89","10000","Yes","Yes"
"WDM5","Washer Din M5 10x1",,"R 3.60","0","19","21.85","0","19","1000","Yes","Yes"
"WDM6","Washer Din M6 12x 1,6",,"R 0.20","0.02","15.99","18.39","99.87","15.97","1050","Yes","Yes"
"WDM8","Washer Din M8 17x1,6",,"R 0.00","0","28","32.2","0","28","999","Yes","Yes"
"WDT25M","White Duct Tape 25m",,"R 34.50","34.5","70","80.5","50.71","35.5","19","Yes","Yes"
"Weclhd13","WIRE ROPE CLAMP H/D 13mm",,"R 0.00","0","11","12.65","0","11","20","Yes","Yes"
"WFM1045","M10 Washer Fender 45x1.2",,"R 15.00","1.36","1.3","1.5","-4.62","-0.06","22","Yes","Yes"
"WFMB500","Wood Filler Meranti Brummer 500g",,"R 0.00","0","35.5","40.82","0","35.5","-1","Yes","Yes"
"WFSKT60140","Wrench Filter Strap K/T 60-140mm",,"R 0.00","0","404","464.6","0","404","5","Yes","Yes"
"WG200mm","Welding Gloves 200mm",,"R 0.00","0","81","93.15","0","81","-3","Yes","Yes"
"WG5L","Wood Glue 5 Litre",,"R 0.00","0","720","828","0","720","5","Yes","Yes"
"Wg5LQ","5L White Gloss Q/D",,"R 0.00","0","680","782","0","680","8","Yes","Yes"
"WGR750","Windolene Window & Glass Cleaner Spray 750ml",,"R 0.00","0","56","64.4","0","56","20","Yes","Yes"
"WH","Welding Helmet",,"R 124.00","124","999","1148.85","87.59","875","0","Yes","Yes"
"WHRA","Welding Helmet Auto Adjustable Red",,"R 301.00","208.33","650","747.5","67.95","441.67","3","Yes","Yes"
"WHTDST","White Double Sided Tape 30mm",,"R 0.00","0","1599","1838.85","0","1599","998","Yes","Yes"
"WIAFSHT","Whirl-In-Anchor FSH+TOOL(Packet)",,"R 0.00","0","411","472.65","0","411","-8","Yes","Yes"
"WKPO","Weka Organiser 260MM",,"R 0.00","0","72.56","83.44","0","72.56","0","Yes","Yes"
"WLD HLMT","Welding Helmet",,"R 0.00","0","999","1148.85","0","999","100","Yes","Yes"
"Wlgri","Water Level Gauge Tank Indicator",,"R 0.00","0","899","1033.85","0","899","0","Yes","Yes"
"WM36","THROUGH HARDENED WASHER",,"R 0.00","0","10.14","11.66","0","10.14","0","Yes","Yes"
"WM64m","Wire Management Black 64mm",,"R 0.00","0","7","8.05","0","7","10","Yes","Yes"
"WND125M6","Washer Nylon DIN 125 M6",,"R 25.36","25.37","79","90.85","67.89","53.63","7","Yes","Yes"
"WNMG","WNMG-06T308-GN IC9250",,"R 0.00","0","234","269.1","0","234","20","Yes","Yes"
"WNT20m","White NITTO Tape 20m",,"R 0.00","0","25","28.75","0","25","4","Yes","Yes"
"WOPT","WaterProof Finger Plaster X-Ray detectable (Blue) 100s",,"R 0.00","0","37.5","43.13","0","37.5","-1","Yes","Yes"
"WP11APS","Water Paper P1000 KS 11A PS",,"R 522.00","0.78","1299.36","1494.26","99.94","1298.58","994","Yes","Yes"
"WP11CPS","Water Paper P1000 KS 11C PS",,"R 326.01","0.33","1459.29","1678.18","99.98","1458.96","1000.5","Yes","Yes"
"WPFTT","Vapor Proof Double Tube LED Fitting 2x4ft",,"R 185.00","185","499.36","574.26","62.95","314.36","0","Yes","Yes"
"WpkP800","Water Paper KS PS11A P800",,"R 0.00","0","1350","1552.5","0","1350","4.5","Yes","Yes"
"WPKS11p180","Water Paper KS11C P180",,"R 0.00","0","1200","1380","0","1200","5","Yes","Yes"
"WPKs11P80","Water Paper KS PS11C P80",,"R 0.00","0","3650","4197.5","0","3650","5","Yes","Yes"
"WPP","White PVC Pipe 50mm x6m",,"R 0.00","0","303.5","349.03","0","303.5","98","Yes","Yes"
"WPP300m","Water Pump Plier 300mm",,"R 0.00","0","125.55","144.38","0","125.55","1000","Yes","Yes"
"wR1567","Wire Rope Galv 1.5mm (6x7)",,"R 1.24","1.06","2","2.3","47","0.94","380","Yes","Yes"
"WR2.5","Matweld Weld Rod G/P 2.50mm 1KG",,"R 60.14","1.28","55","63.25","97.67","53.72","1027","Yes","Yes"
"WR3m50m","Wire rope 3mm x50m",,"R 0.00","0","8.5","9.77","0","8.5","10000","Yes","Yes"
"Wrd350","White Runner Drawer 350 (per 2)",,"R 0.00","0","19.2","22.08","0","19.2","8","Yes","Yes"
"WRG13636","WIRE ROPE GALV 13mm (6x36) [P/M]",,"R 0.00","0","94","108.1","0","94","100","Yes","Yes"
"WRG15NF","Wire Rope Galv 1.5mm",,"R 0.00","0","1.8","2.07","0","1.8","500","Yes","Yes"
"WRG6x7","Galvanized Wire Rope 1.5mm(6x7)",,"R 1.34","2.29","2.1","2.42","-9.05","-0.19","-300","Yes","Yes"
"WRG77","Wire Rope Galvanized 2.0mm(7x7) [Per Meter]",,"R 0.00","0","6.5","7.47","0","6.5","100","Yes","Yes"
"WRGA100","Washed Rags Grade Ax100kg",,"R 6,035.00","14.66","2025","2328.75","99.28","2010.34","765.9","Yes","Yes"
"WRGA5KG","Grade A Washed Rags 5KG",,"R 63.47","38.55","150","172.5","74.3","111.45","2467","Yes","Yes"
"WS","Window Scrapper",,"R 68.70","41.22","101","116.15","59.19","59.78","5","Yes","Yes"
"wS SM16","Washer Sq Med Spring M16",,"R 0.00","0","60","69","0","60","-3","Yes","Yes"
"Ws1025","Washer Spec M10x25x2",,"R 0.00","0","89","102.35","0","89","-3.7","Yes","Yes"
"WS12303","WASHER SPEC M12x30x3",,"R 0.00","0","193","221.95","0","193","5","Yes","Yes"
"WS41","4 in 1 Wire Stripper INGCO",,"R 0.00","0","605","695.75","0","605","4","Yes","Yes"
"WS75M","Scraper with wooden Handle 75mm",,"R 0.00","0","32.5","37.38","0","32.5","20","Yes","Yes"
"Ws8202","Washer Spec M8x20x2",,"R 0.00","0","54","62.1","0","54","5","Yes","Yes"
"WSD100m","SCREWDRIVER 3.5 X100MM ELECTRICIANS BLACK TIP",,"R 0.00","0","78","89.7","0","78","0","Yes","Yes"
"wSe270","White Silicone 270ml each",,"R 0.00","0","49","56.35","0","49","2","Yes","Yes"
"WSF3x2","Welding Screen with frame 3x2m",,"R 230.00","1.87","3999","4598.85","99.95","3997.13","1001","Yes","Yes"
"Wsm1","WASHER SPRING SQ/MED M12",,"R 0.00","0","25","28.75","0","25","4","Yes","Yes"
"WSM12","Washer Schnorr M12",,"R 200.20","200.2","5.25","6.04","-3713.33","-194.95","-17","Yes","Yes"
"WSM14","Washer schnorr M 14",,"R 247.50","247.5","10.53","12.11","-2250.43","-236.97","-17","Yes","Yes"
"WSM16","Washer Schnorr M16",,"R 207.90","207.9","8.69","9.99","-2292.41","-199.21","-17","Yes","Yes"
"WSM166","M6X16x1.6 Washer Spec",,"R 0.00","0","29.5","33.92","0","29.5","-3","Yes","Yes"
"WSM18","Washer Schnorr M18",,"R 237.60","237.6","18.56","21.34","-1180.17","-219.04","-17","Yes","Yes"
"WSM6191","WASHER SPEC M6 x 19 x1.6",,"R 0.00","0","57","65.55","0","57","9","Yes","Yes"
"WSM6202","Washer Spec M6x20x2",,"R 27.00","17.27","49","56.35","64.76","31.73","8.2","Yes","Yes"
"WSM8252","WASHER SPEC M8 x25 x2",,"R 47.65","28.59","102","117.3","71.97","73.41","5","Yes","Yes"
"WSM8302","Washer SpecM8x30x2",,"R 0.00","0","122","140.3","0","122","5","Yes","Yes"
"WSS","Stan Window Scraper",,"R 0.00","0","101","116.15","0","101","10","Yes","Yes"
"WT","Wafer teksrew",,"R 20.00","20","1","1.15","-1900","-19","-848","Yes","Yes"
"WT12","Black Washer Tap 1/2",,"R 0.00","0","4.75","5.46","0","4.75","5","Yes","Yes"
"WTD","Wooden Tongue Depressors",,"R 0.00","0","30","34.5","0","30","91500","Yes","Yes"
"WTD5","5 Ltr Water Base Degreaser (4 /Pack)",,"R 534.95","534.95","799","918.85","33.05","264.05","-1","Yes","Yes"
"WTS","Plastic Toilet Seat",,"R 146.96","146.96","249","286.35","40.98","102.04","20","Yes","Yes"
"WTWBR","White Toilet Wax Bowl Ring Seal",,"R 13.47","1.35","59.99","68.99","97.75","58.64","10","Yes","Yes"
"WVSW290","Evo-stik Sticks Like - White (290ml)",,"R 0.00","0","289","332.35","0","289","3","Yes","Yes"
"XlM500","X-Large Mop 500gr",,"R 0.00","0","85","97.75","0","85","10","Yes","Yes"
"Xsbhd100","CASTOR PU C/IRON 100mm SWV+BRK (HD)",,"R 0.00","0","366","420.9","0","366","6","Yes","Yes"
"YBT48mm","Yellow & Black Tape Floor Mark 48mm",,"R 74.23","37.12","290","333.5","87.2","252.88","8","Yes","Yes"
"YCT20047","YELLOW CABLE TIES 200X4.7",,"R 15.18","15.18","85","97.75","82.14","69.82","20","Yes","Yes"
"YDT25M","Yellow Duct Tape",,"R 34.50","34.5","70","80.5","50.71","35.5","20","Yes","Yes"
"YNT20n","Yellow NITTO Tape 20m",,"R 0.00","0","25","28.75","0","25","4","Yes","Yes"
"YRM5","Yellow Road Mark 5 Litre",,"R 0.00","0","750","862.5","0","750","4","Yes","Yes"
"YTF","Yellow Tape Floor",,"R 86.09","48.59","205","235.75","76.3","156.41","10","Yes","Yes"
"YWS","Yellow Welding Sheet 3mx2m",,"R 570.00","570","0","0","0","-570","1","Yes","Yes"
"ZSD","Zip Slider",,"R 0.00","0","2.17","2.5","0","2.17","-200","Yes","Yes"
